zipcode,residual_median,residual_sd,intercept,slope,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
11215,4465.639468,44290.80727,1044444.444,12070,47226.20081,-38226.05613,2170.645255,-18681.7853,15204.49942,-36267.7228,-6568.070023,-92238.20891,28537.83275,-22455.2228,52281.75637,69016.13137
91910,-3383.335069,6431.008808,435254.1252,2542.86096,-3227.279514,12914.8724,8141.828993,10528.68924,9204.423032,1377.438079,338.1927083,-2817.793403,-10182.63368,-10959.0191,-5084.491319,-10234.22743
30281,-788.8709973,2627.722009,163390.4322,-128.6486051,-1992.535831,-2608.699026,-2315.48722,740.5828029,-755.9727527,974.283613,2715.085696,4342.70028,3100.870419,-1891.398679,-2116.129581,-193.2997203
37075,-441.9718089,6314.835037,283551.9392,1775.607645,-1079.922288,-1243.442543,-780.1369874,341.9127811,1606.989749,3279.830936,1553.611855,3427.533151,2554.79704,-4017.686756,-3286.663029,-2356.823909
60611,2479.980469,11428.15157,468167.9197,4953.677536,12164.66218,8918.030237,-531.379485,-17658.27763,-9972.826244,-12402.86965,-2088.468605,-6377.588976,-463.1213831,-864.2787905,10002.72931,19273.38903
85225,-142.9123505,2553.340058,225924.0835,917.6934601,-7444.955705,-6023.011261,1321.724851,3316.311656,1491.601008,5409.656563,3356.93492,2960.050371,-436.3671634,-72.61369117,1581.382837,-5460.714386
87111,-1701.425854,6706.191249,267698.7841,1054.623659,-11562.13925,-6218.448278,6168.124638,4673.794777,7838.159505,9745.150825,8680.442347,4118.636791,-696.9882089,-2987.902561,-9284.308232,-10474.52235
6010,-193.7506889,2565.540058,176550.5737,3.940217391,-6030.120839,-8104.686811,-5167.07107,2414.222332,4407.220018,4212.810709,5096.586337,5132.26342,2674.971754,1316.233328,-1409.056024,-4543.373154
78240,666.9452023,4672.603722,163199.4384,920.1782609,-202.37923,-768.2750634,795.0148672,1830.50908,1303.179219,295.8005815,-181.8236745,76.69600143,531.5721588,-372.3213597,-775.7820078,-2532.190573
89108,-246.4162085,1413.361264,127591.1126,1877.408768,-3071.820771,-4016.391083,-728.1098331,-2302.849416,-1006.061222,2882.497227,2689.632354,3728.203535,-570.9405623,2137.608049,2265.297285,-2007.065562
87114,-85.11794877,4206.556535,213910.1046,752.7191304,-1668.862086,-1456.892468,-638.7472133,814.7730414,1751.884731,1274.353605,988.8491409,-1609.706415,-1194.82881,-673.9176415,2319.993238,93.10087701
85308,-567.5483941,2876.452478,269112.4653,779.45,-1665.006293,-2373.348307,-456.6208767,3273.907769,3358.182075,4344.407769,1662.476345,-100.327474,-1364.155599,1371.235026,-4770.11046,-3280.639974
28027,429.0705192,5563.451133,248771.4719,888.4405797,3034.230117,4125.413566,2788.411252,2190.378844,1240.662409,1961.239542,2823.566055,-1963.478505,-4600.629547,-5544.648644,-1839.349165,-4215.795924
33009,140.7832996,3420.930987,245071.2592,1888.431486,2290.610798,-146.9832417,-4232.039955,-5567.521436,-4852.788797,-4185.103612,-101.273751,1073.941527,-893.1687162,1643.107325,8706.129895,6265.089964
17603,-297.1103119,3595.022884,148262.8176,1473.681812,-406.3567019,1080.275243,1728.515983,2893.296076,2447.867835,1249.350226,521.9873374,-1302.735464,-2830.009769,-2441.404445,-587.3506256,-2353.435695
93722,-86.46679688,2262.969601,225890.9287,632.1393116,-8340.093099,-4838.238932,-1074.275391,-863.0476707,4828.570385,3246.066913,3679.366102,8426.631727,6250.763672,-1166.510634,-2028.075738,-8121.157335
48180,102.4806134,1835.041921,64977.43207,734.2671014,-3265.887731,-3177.533565,-1039.358218,-2479.385995,1092.396412,5767.581597,5114.014178,4386.238137,687.5358796,-249.6655093,-978.5335648,-5857.40162
15601,452.8305122,4034.109401,174251.4997,-407.3027536,-764.9066117,-982.0307436,-995.3079427,313.0184462,388.6885851,4481.965784,791.5193142,1377.71781,-332.9031395,-638.4500145,-1791.976056,-1847.335431
95608,388.7271412,4408.073436,365887.1679,1951.491848,-5864.374711,-4810.683738,-6236.940683,-669.9898727,10154.32378,8210.481192,5023.916956,3947.312789,-799.5170718,-785.7566551,-946.0188079,-7222.753183
11211,-3746.449942,13700.38027,1123470.791,-3337.533587,-34339.44416,-29109.37818,-30638.86082,-14698.26707,-21989.0761,-15349.32957,30409.68258,15654.54716,15210.16869,21599.07841,33857.64959,29393.22946
94533,-382.504702,9988.109779,319517.1374,1794.444565,-2236.220992,-18157.24009,-3547.64634,10580.16529,-1427.526548,11804.89706,-3.514395255,4117.10366,2449.714771,-5757.814742,2887.258174,-709.1758536
78577,194.3451968,3233.770646,118965.268,911.7875906,858.6111111,-1001.76331,-955.9444444,5989.034722,3320.846065,2368.295718,2707.615741,-978.5011574,-2625.960648,-3355.133102,-1890.092593,-4437.008102
43055,-720.7116092,4070.425959,103960.1597,1142.99625,-7114.425544,-4882.563564,1666.028449,2585.597894,4583.521505,5346.680979,5016.668206,1631.263693,321.8325583,-2245.16802,-2253.543599,-4655.892557
43081,195.662192,5020.049079,181191.0617,2247.311449,-2252.479652,-4858.915995,131.0770606,2013.195116,3276.315197,2309.198919,3969.297257,1247.249225,-337.3277426,-723.5540158,1581.3586,-6355.413969
80134,125.0030237,6364.126535,449074.5616,1924.793822,3150.732393,3485.734997,4763.404847,3528.912949,-390.6541811,-71.35383391,-4937.720038,-4088.476982,-5033.098163,-5110.749552,968.0407263,3735.226837
44060,611.4080412,3284.361807,147011.0356,1150.144928,-3973.965912,-3631.055032,1776.98895,2881.647514,2879.795662,3235.500028,6201.670662,-540.0249394,-659.961282,-1545.55156,-3266.355958,-3358.688134
80013,-79.6911169,3767.438702,275858.5756,1778.598116,-6343.793258,1975.64945,288.3213252,-906.2871817,2129.549045,3919.317564,5421.201534,704.3317419,-1600.419994,496.911603,-6853.316696,768.5348669
33024,128.2918596,2809.996933,208418.1196,2452.130435,-1013.26061,-4064.996721,-3120.725887,-2811.335841,-2197.446952,91.4998071,-408.3595679,6094.914738,5801.334877,5428.154321,-2289.731096,-1510.047068
85281,-573.8084973,5143.333819,235992.9727,892.5382971,-5249.437162,2934.447386,5219.07065,6673.364053,2190.126784,1196.640673,-9313.132475,-182.5491416,1390.556761,-3697.099489,136.8588445,-1298.846885
20906,-661.5692894,7413.949893,305956.5521,219.2804167,-3144.7924,-8626.233373,-5040.178974,-1504.89541,1392.317264,1398.302342,-8.419136491,3023.032252,3303.558294,6607.293248,4497.024729,-1897.008836
11385,1054.665003,10757.09932,587701.1815,3604.014928,7621.397497,5852.126664,20650.04333,2409.765553,13545.35583,13111.59889,-5085.510489,-9005.305628,-23748.73705,-11087.28045,-6168.011357,-8095.442781
76028,516.7302896,3445.089685,192746.1105,2214.659493,-1104.125834,1964.846967,5773.794305,2801.450266,2266.57324,-1273.640136,-2509.278611,-3637.48926,-3222.293947,-222.9403591,101.9896178,-938.8862503
91709,2227.529466,9468.012625,604024.5338,5020.745489,-4609.878135,10473.5802,10115.01596,9265.754678,-10373.89579,-11021.36801,-6956.696711,-3522.046537,4851.118393,4294.092351,-9828.848621,7313.172213
85364,315.9375723,3520.382014,158014.5045,-436.8536957,-2789.026114,-159.5243779,559.4843027,-4528.998047,3583.952185,2247.735749,3829.414858,-1178.111183,1331.626664,-814.104239,1028.741247,-3111.191045
43123,-394.0953759,4443.777738,171680.3074,1411.720688,-5811.927194,-4783.253582,-1722.62511,1546.275353,5210.477899,4584.090333,5184.8882,2666.324543,-115.0527723,455.1011629,-1161.717124,-6052.581707
14850,-1506.748805,11923.32846,309501.6757,-105.4673913,7678.186305,9689.644638,8177.17039,1333.012404,-5084.57961,-3147.248715,-5828.931751,-2842.068325,-8574.153973,-1231.246566,-3619.49888,3449.714082
65807,-58.93718309,1772.142419,112838.6274,649.9503623,332.1542797,429.2896963,138.3174741,829.9841408,1044.487613,2212.409405,-653.5517389,-564.3445629,-651.4684055,-27.62581294,-1785.959146,-1303.692943
77459,1359.628906,9218.55029,368020.3617,-669.1382428,11398.61155,-7748.85026,-3148.619358,-4778.036892,-9663.921441,-8939.192274,2375.476997,7102.558594,1270.200955,7629.792101,-4775.187066,9277.167101
33908,892.5643808,8129.948831,286848.7515,-100.6987319,4382.246817,-1305.866609,-1245.855035,1142.414641,-2672.297454,-2350.274884,-725.1432292,-8972.793692,-10340.16059,5553.17853,11822.06163,4712.489873
92677,1136.448688,12125.84854,753617.7234,5449.887681,-17552.68133,15920.75617,39217.19715,19548.56289,25406.20177,8447.752701,2004.349923,-13772.90702,-17972.90702,-10411.44869,-21792.69869,-29042.17785
98012,-175.5817763,8672.695747,452581.6191,3807.575471,1393.049948,5040.259438,2169.749022,2055.225874,-2437.300168,-1408.611345,-1941.965967,-2198.218282,-4517.610064,-5649.773258,4275.190573,3220.00423
97229,2617.146853,11006.12241,509745.5812,4553.629891,-7859.485229,7162.780396,4748.139192,-2004.363702,325.3382661,-1722.789214,-1128.676491,7254.723393,1412.560488,-2909.404211,-898.6721506,-4380.150739
2148,-189.1228057,8481.3092,311711.1541,2936.937391,6313.729866,-2853.62893,-17734.64398,-5325.37893,-23.97817805,170.7466483,-1507.089579,-2904.528236,2567.759959,4120.592134,9027.084033,8149.33519
