zipcode,residual_median,residual_sd,intercept,slope,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
46614,554.0264344,4457.547541,87515.03185,1545.060924,-4869.160115,-4709.003865,-3091.816365,1451.50308,3399.50308,5498.486959,-69.21885334,1811.453022,3989.925533,520.7993758,-1883.913587,-2048.558263
80907,-554.6757916,6726.451931,222708.3128,1524.761087,-8149.622241,-4524.174903,-2648.351407,1434.01144,7746.055421,7743.260158,5584.147146,3962.411035,1618.998998,166.2420532,-5951.54238,-6981.43532
77351,-382.5653453,4355.049851,168352.5861,862.7264493,-5213.198544,-930.5017843,-2464.471692,1417.235484,3322.547984,6113.696711,6278.204813,1497.203655,418.1122203,-2407.761622,-3502.275511,-4528.791715
44515,368.9143105,2949.495072,85110.45894,859.3938406,-2529.851811,-1234.365699,-1871.084449,3607.086847,3418.817171,3139.029638,2167.891245,1282.590319,-1298.254588,-1299.238385,-1983.497644,-3399.122644
80917,131.0505401,3715.403509,197128.2867,1732.558732,-5952.205054,-1357.190586,2188.816358,1733.185571,3561.297261,2780.203511,330.841821,-2360.73804,-1689.991512,1725.538002,1565.98939,-2525.746721
85268,-2450.760802,8809.158386,417712.0978,3519.191757,3179.154032,4885.665895,607.4714506,5429.79321,22013.10108,20486.30941,-10068.92323,-8335.84076,-12725.82861,-17123.89371,-13057.72357,4710.714796
29715,1247.957135,8588.899742,316556.114,1186.114909,7206.596974,3939.099289,4004.853919,-4734.117146,-7206.416915,-2279.389054,2352.40687,-2549.648107,-6271.883061,-1192.865699,6168.406002,562.9569279
60532,-1256.456742,6061.149901,298298.1295,-108.869529,-2224.251591,11589.33348,18390.98278,16145.40987,-778.3453414,-7530.873119,-1227.617043,4411.117332,-12888.16913,-9356.29239,-8192.980758,-8338.314091
90242,843.8155141,6530.044673,430725.3225,2663.055453,3759.717472,-219.7304446,-5893.926625,-4137.099079,3445.232518,1338.519555,-3009.738257,-3924.623674,-187.642771,4719.287785,114.685354,3995.318166
5401,1652.182195,18359.62742,339429.8762,4331.304348,9521.602527,11533.6685,-15487.94608,-14048.1602,7701.087481,29762.02498,-6663.380112,-820.1509452,-8679.265529,4360.665027,-8411.383584,-8768.762056
60525,633.0397859,7948.952192,363109.4985,2524.653732,-13284.64742,-1972.494647,17739.48452,17754.7623,11243.65119,4649.621672,7611.762297,-5082.216869,-11553.48423,7006.932436,-8843.588397,-25269.78284
92270,-1218.896798,11176.25951,569662.5824,159.2000725,11091.91705,16645.27006,13089.51196,3768.389275,-5545.210262,-5394.563272,-17438.06327,-19565.58063,-13272.23573,-5143.354938,12844.3152,8919.604552
86001,1438.089579,3792.559993,359486.949,1270.130054,555.8340326,1716.925178,-14760.61302,-11440.92725,-6217.059197,-4380.124011,-5040.801384,2381.469449,9995.988546,9183.570144,8957.83056,9047.906949
32080,1027.510513,7161.780186,350716.0423,1336.883007,-2611.325039,-5668.965085,3012.064429,1502.342207,-5486.204379,-3733.945698,-157.3979552,10213.16917,5572.401813,-242.4789738,-3055.535687,655.8751929
40503,176.5762787,3070.998418,170624.4263,1300.393116,-2302.183918,-4354.845955,1700.420249,1569.141314,2379.615851,1911.667769,1276.722332,1079.615851,799.9862213,-338.7290564,-1538.671186,-2182.739473
46825,-772.8990265,5132.633973,122237.5714,555.3612319,-3318.888011,-709.9950707,-827.197617,1561.644397,3402.030392,4018.157583,1716.634848,-413.1811239,-2065.668103,-1552.22771,773.708633,-2585.018219
76903,394.3335262,5876.432592,119962.2132,281.634058,3303.062307,1008.617863,-590.4272762,3356.013696,2024.069252,3846.175733,-3828.708526,-2016.208526,-3846.764082,2796.117863,-4733.656443,-1318.29186
6111,-137.6633632,4243.895525,203287.4846,124.7562319,-8741.427493,-6633.020375,-2704.603709,1702.177541,5244.796754,6075.877773,8787.227599,7613.875169,1920.412785,111.8335021,-4807.131197,-8570.01835
30078,-1389.421441,3019.10043,167107.5097,1901.013116,-5259.162471,-4508.353443,3016.264612,-675.7209201,662.5568576,3603.681858,4766.617043,-181.9142072,2538.719473,1060.327112,-2489.065249,-2533.950666
98030,3616.654008,10413.32588,276902.112,5042.409511,5032.325449,4446.835865,-3579.868996,-378.2165075,-7100.810836,-11705.2003,-3087.504413,8697.370587,6950.986907,2249.091074,-3230.805628,1705.796803
20901,-93.71214658,10558.05433,420495.4607,472.5753623,-8761.387969,-6127.537853,15285.42453,15459.1508,10597.51828,5709.134559,3707.809369,1864.145596,-2674.361928,-11938.07489,-8275.681951,-14846.13855
48236,1764.238522,8501.489432,246052.3249,2503.119565,-17691.92949,-310.8531057,20636.19551,20217.15615,17756.10291,8047.248746,5326.126061,-3152.259356,-2284.377411,-15997.39824,-14077.25936,-18468.75241
37664,568.9948433,4882.700843,168494.8672,1195.417572,-1265.64357,-3349.403987,3448.067078,3616.718698,4272.75805,379.3544457,-5264.858269,-1359.244843,-1302.618686,-880.1215794,1327.585307,377.4073557
37206,527.2206308,2477.844483,384975.2153,652.1925,-2645.647714,4927.991175,-194.3768808,2202.8818,-8686.913339,-1882.937645,2743.336661,949.2429109,14009.64569,-1052.600839,-9261.6182,-1109.003617
96002,677.2596209,6933.946213,235890.0574,313.4940217,-8023.408927,-6300.481843,1181.90531,7336.072555,5800.130425,5764.167462,3569.934824,-1724.745732,-397.1276765,-480.5339265,-3140.763961,-3585.14851
14621,52.0619213,1633.931972,33240.64749,311.0930616,-1342.553241,-847.5115741,-1828.84838,426.8917824,543.5243056,3282.047454,331.7853009,2074.710648,-957.5810185,991.0300926,-1943.518519,-729.9768519
15102,-450.8652585,3968.815317,176740.1467,495.1749275,-5909.611593,-2749.468075,-2023.025945,-445.0294174,4217.573592,5689.776717,3820.325328,1844.126833,756.7761381,-933.2134452,-755.4773341,-3512.752797
98662,404.9041798,5614.393265,227450.429,3235.966232,-1903.860777,60.43378321,3522.297788,3368.659478,1796.257279,2595.436718,350.4575101,-125.1819575,416.8568156,-891.7606612,-2414.908231,-6774.687745
85392,786.2008102,3364.58136,202027.6555,1083.658116,-3984.063657,-3833.521991,-2615.049769,-590.2534722,-352.40625,575.8472222,5634.672454,-298.0949074,1719.863426,3095.571759,586.9918981,60.44328704
29212,340.3173398,4528.856085,165646.8972,584.550308,-2798.477062,-1000.090199,-1191.742976,567.2176718,3933.273227,2051.639464,5232.827336,3815.998054,102.0362482,-2941.728219,-2870.498474,-4900.455071
89135,762.0686591,7488.633643,377945.8332,5791.483623,-2643.881159,7448.302869,2736.870288,6464.124339,3807.846271,4158.026662,-3968.309979,-5811.334284,-4512.081391,-3904.106275,-481.1062748,-3294.351066
33055,381.6391541,3618.088349,150381.3999,3277.487174,1713.518832,1409.534457,1842.17161,-1957.314212,-5262.986666,-5568.427638,-7981.716411,-3125.987244,-850.2928,4954.481506,9630.696783,5196.321783
91773,348.8986063,16339.16042,573451.3807,2284.004819,2099.902609,-15924.44982,1063.79497,691.5961854,9633.184727,831.2969956,-828.5930507,-3698.822217,6648.378303,-9689.331766,1189.989415,7983.053651
32405,1296.325762,6719.359028,160019.1875,1935.4625,-3965.988956,-7853.627845,-5042.905623,7906.183497,7091.924238,8429.350164,-598.2389564,-2808.568818,-5368.324026,4750.703752,1838.016252,-4378.523679
95370,-597.2408565,8075.753373,282651.5927,2215.520362,-3059.331713,-10102.76574,-5427.137269,1158.737731,993.2550926,-4575.34838,298.5408565,-681.5199074,647.3884259,5312.598148,10197.88773,5237.695023
70068,-434.8424651,6383.504744,144707.6238,514.1935688,-187.5533682,-2499.522697,-3033.212222,3860.505949,5849.762315,3073.25227,2705.103461,326.8777661,-721.0307987,-15.55857653,-3918.434155,-5440.189942
49426,-61.37209615,4865.323494,229425.4363,1885.187319,-3515.712105,1070.619203,1789.305545,3848.206008,-274.8263992,947.6416067,6036.976263,-2013.660311,-816.3501261,102.7343647,-4202.829293,-2972.104756
76227,-79.2647535,4066.093302,206900.2449,3133.044855,2310.720772,1128.155379,1643.492184,4443.127601,1404.756073,-1803.811883,-3085.855906,-2629.214703,-2642.22454,-844.2424803,-1492.124714,1567.222219
28560,235.3318728,3746.559204,168948.9583,-71.875,-643.1773589,-288.4551367,1843.940697,280.8330578,3402.132826,1304.1153,-614.2190256,-127.9053682,1688.819169,-4273.420414,-1396.656526,-1176.00722
46342,85.43637704,2388.580415,110962.2585,1026.255435,-4147.329896,-1802.871562,-560.6701733,2320.477975,809.3518174,1673.090657,2590.273403,2114.507778,151.0685419,-1517.289676,619.5604401,-2250.169305
32277,-83.3864294,2204.275478,133016.1691,1660.629529,-843.4636863,-225.6859086,-2966.849103,-631.6760706,4566.284578,5374.856337,3259.442564,1637.329716,-1460.260561,-114.7952836,-4584.781395,-4010.401186
91355,1372.574701,13112.76779,452016.8886,4650.628496,-12194.40283,-7685.832514,-4044.473139,-2951.311391,-1571.547502,-1720.171923,6112.894917,9464.311584,20545.11367,5379.082417,-5134.288243,-6199.375048
97520,-2308.499325,13830.88362,483543.7802,496.067029,3487.969522,-8572.678627,-7774.472608,-3304.44946,-3550.816358,-9845.098765,-4259.358603,2353.578897,6782.749035,10626.24209,6738.851466,7317.48341
74403,-1.482928241,3505.216378,99844.89734,-110.3278986,9124.746817,9970.059317,-3660.843461,334.1218171,2774.225984,-551.9024884,-7436.190683,-3104.940683,-2191.225405,-1480.808738,-1189.836516,-2587.405961
97304,45.73313837,4966.985009,268404.7156,2591.550254,-2875.323127,-1517.812131,1398.472012,2046.083702,3331.399385,3363.224534,2952.449153,915.5596857,2516.516862,-3554.314157,-4261.187999,-4315.067918
97703,-2317.03745,11545.11768,570327.2117,4446.774457,-6139.085235,-607.6442626,-1298.251901,4641.985367,8517.03745,2339.746032,10817.57275,5011.575066,-2748.972388,-5945.367063,-9890.610119,-4697.985698
19154,-112.3614694,3964.171279,180816.2488,635.0564855,-1130.398369,557.8365851,1892.796076,3903.750069,3970.325011,1130.564346,-983.8720376,-1318.743855,-2362.40647,-3327.420359,380.0888999,-2712.519896
68701,376.9302783,5264.221892,152001.3889,1473.291667,-5261.907275,-7290.202414,-747.004063,1489.649583,-308.5275005,3775.018506,4495.697037,3216.285434,-115.6972053,1553.511996,1196.288906,-2003.113004
47274,32.40017361,4555.123881,130414.9155,-321.5543478,-2899.095775,-5849.79022,-6077.799479,-5494.581887,-322.301794,1878.479456,5456.170428,4931.170428,3754.723669,3567.513021,2917.107928,-1861.595775
32607,523.8425926,12145.88846,146250.4076,2461.550725,6570.211227,5380.454282,10221.68692,10765.14757,4236.270255,133.4346065,-6478.096065,-8714.467593,-11284.69329,-8756.481481,-5335.561343,3262.094907
92807,886.8152006,11147.90436,684038.2095,-159.0289855,-7937.451775,-2045.003858,-31.98302469,-18570.38002,-18464.9402,4827.42091,16353.26003,27230.34336,23876.43711,1115.412809,-14931.46219,-11421.65316
63128,-733.9452953,5241.214613,241051.6407,-81.31556159,-5046.376464,-4852.276927,-1520.653084,144.5355731,-1090.197066,2312.577736,1611.420411,1615.643791,960.3474944,-434.7346816,4620.306117,1679.407101
73703,-190.7114611,5463.898956,177711.715,232.7155797,393.4396357,-637.2605958,1972.577367,1448.995191,2209.990562,4083.072572,2167.484775,-1647.706198,-4672.27217,-934.6564291,-1985.061522,-2398.603188
31404,-45.32696759,1967.552688,95399.62258,1213.599638,1183.810764,1996.600116,-1245.645255,-2926.14294,-1977.531829,410.7204861,638.1510417,-1732.855903,-61.09664352,1024.725116,1266.218171,1423.046875
29455,-1144.971969,20307.61361,549401.6931,-2001.527808,-15575.58431,-8832.858615,1527.876338,-7909.967267,8394.798358,4650.505823,27419.03664,9123.89775,3825.865343,-23261.06463,-10804.207,11441.70157
91754,3254.31156,12398.18545,561829.2957,3438.796757,-1622.971282,-9580.325449,-28511.67007,-12760.32284,-15712.97041,13194.38896,2371.9341,18304.45059,21329.79434,7376.638093,3099.396774,2511.65719
54302,171.2287809,3119.458665,97580.63859,611.9447464,-11552.42091,-2853.86767,1061.062886,-246.6917438,3307.880015,4904.812886,5213.811728,5129.523534,3545.495756,-570.6500772,-1354.677855,-6584.278549
55343,-990.8107157,5644.57487,227790.4438,767.9728261,-9728.633729,-7757.453173,-4124.40977,-1911.214747,2838.669512,195.2088638,-742.3490066,8810.949605,6213.466966,4988.293355,-891.2205343,2108.69266
2062,-1494.632513,11231.21796,414815.2325,809.7536232,-7376.813378,-11233.79255,162.5303716,-1451.245091,8523.582455,6828.829975,7527.419261,8369.285291,-1430.807591,4209.525742,-3823.198795,-10305.31569
23606,-1384.321659,8205.534036,244451.2512,-25.50440217,-4711.586905,1119.643997,1750.481671,16.39255057,5650.738615,2512.654455,2819.427851,317.8685344,-1116.095007,-1646.943966,-3922.899405,-2789.682392
61604,-164.626929,1449.602471,76096.73913,-13.07246377,-1750.084008,-3607.374518,-1800.081694,390.428723,845.6143422,1670.870419,2677.758584,1218.384742,2955.191454,469.0815008,-874.9127122,-2194.876833
52761,1094.356674,6965.837858,131125.0906,517.8677536,1172.622492,-2519.91223,-4426.292438,2246.711034,2271.450617,-2490.354938,339.0171682,700.2700617,3764.809992,-2420.129244,301.3377701,1060.469715
29708,-619.3109568,7553.069987,340241.3896,870.8627174,3904.535783,7328.427566,3671.843943,2212.369985,1587.07311,-1673.434124,630.5297068,-4298.624807,-6144.959877,-5276.983314,-1733.577064,-207.2009066
98290,223.2162905,9143.557314,417614.0975,3579.922754,-12620.55744,-9793.269242,-8443.277922,8421.904369,6131.314091,10330.18562,20720.98683,10403.34274,5452.934751,-9531.249277,-11322.87341,-9749.441117
33069,86.83400849,2187.565412,142709.7222,1291.066667,4766.968075,1507.766686,356.1347415,1244.682195,-24.85484182,-1510.734471,-2820.271508,-4136.139564,-3368.344425,-3260.462481,1121.794464,6123.46113
49546,1977.196325,12040.26661,300449.0036,1789.996377,-471.9046586,-9892.564381,-7260.041233,-4145.51577,11264.9009,12317.13701,3060.575087,-1700.65408,-3358.736256,615.0455729,1167.736545,-1595.978733
48322,-353.242284,10690.49719,277443.114,3260.207826,76.36207562,-3274.134452,-7535.475887,-8813.585841,7254.137539,-738.2374614,5293.066358,1986.551312,-1906.205633,37.41936728,1100.88696,6519.215664
48603,437.9416749,3924.697633,116391.2032,649.8040217,-7045.195147,-6254.637277,-4952.004175,1904.535177,6397.648603,6270.580646,4538.273603,4067.49814,1790.646288,-15.43010086,-2368.844453,-4333.071305
91711,-3836.428048,10061.83628,626653.2252,1333.286703,-958.7895448,7568.878279,1414.187307,14411.64564,13110.20814,15359.91184,6054.321566,-8385.674961,-14609.82774,-10669.90413,-14320.16917,-8974.78723
48067,-442.5135417,5845.830188,235823.7376,1506.512101,2737.972743,6019.832465,3583.188368,10950.05064,3631.399016,1254.809896,-5032.018229,-5999.009201,-6942.774479,-8504.275174,-2941.871007,1242.694965
77550,1208.376798,7959.778903,208561.2835,1970.676902,-1971.983858,442.8917204,-2068.951162,1772.546813,-5592.180039,-5621.128948,-3018.877666,2170.806072,4697.02135,4799.683387,7728.734313,-3338.561983
19713,-109.2326733,5989.795734,179472.0294,640.5013949,-4434.811308,-1456.715243,-203.06941,3259.95721,6637.758136,4459.336427,2245.773183,467.5324419,-717.13191,-2517.942095,-4217.247651,-3523.43978
32570,220.5991995,4344.623997,150205.5193,934.9862319,887.6334394,-1019.554061,-1832.505449,-12.67269483,-153.8011671,-2941.168065,1012.899064,-2427.222463,5781.147328,2057.828752,-2223.968123,871.3834394
95120,1568.158971,28873.17705,1299302.966,4442.737681,-33356.00417,-9369.590974,11854.01667,-4533.356309,7998.625751,6176.882654,8530.552834,1158.606075,-6928.099365,-9295.653184,20847.82309,6916.196931
19151,-333.1812307,3060.201656,110233.936,805.5278986,-4340.488908,815.3930363,-31.85001929,256.7923418,3678.294657,-541.1243248,-3236.520158,1146.639564,-89.90557485,96.03192515,1386.771508,859.9659529
23453,227.972918,6508.39409,210124.4716,516.8061594,-7959.295256,-8001.902316,-3526.867594,1649.226156,5563.346526,9293.555686,6193.656133,1984.049651,757.5305542,536.3499986,-1325.912733,-5163.736807
53546,-509.0201995,4588.576377,142704.0157,1045.414855,-4064.214754,-6890.777254,-2518.092069,1683.325755,3571.086172,4271.929426,3381.097746,3226.786403,848.1405699,-427.6406801,461.8269125,-3543.468226
62226,-821.402392,2203.253532,85531.89915,158.9202899,-5171.537423,-3465.54784,807.2820216,1856.703318,4159.076003,4986.390818,2720.216049,758.757716,-1402.527006,-1200.443673,-2486.815201,-1561.554784
34986,-147.3736256,3851.770735,234050.3318,984.2345652,3821.045501,425.6126302,-2110.572555,-2047.523944,-2477.418041,-1093.543909,-1998.209129,-1743.319083,-1415.374638,-135.9186198,3851.891565,4923.330223
32909,447.0249807,2055.434202,152617.2766,1358.748152,3334.072242,-1995.073592,674.2093943,-3183.730421,-2979.981578,-2890.915606,-656.2593557,2410.865644,5242.200714,2250.475019,79.35696373,-2285.219425
21144,2164.584184,13963.70893,384578.4586,571.6219203,3322.739311,14694.59232,9618.889195,-3524.524867,4504.471082,-7472.210548,-10732.67388,-3878.190666,-5383.404786,-5089.078976,-4664.539045,8603.930862
89107,303.3382523,2223.08351,129543.4464,1839.219982,-2576.653356,-1995.925926,-1177.934606,-1867.80353,-2210.281539,-1043.115451,4568.247685,1693.889178,3735.166956,1547.104456,36.8197338,-709.5135995
91001,2341.016348,10823.9181,701972.6034,4223.412283,-16767.65263,-10108.41392,4566.534867,-7503.735388,4749.384404,10924.38614,13108.89511,-1097.672598,-8365.94864,13263.11907,13929.07914,-16697.97555
2136,-541.0923274,8062.480508,322951.9236,2574.108333,-24739.94211,-18279.3336,-11525.63105,2236.578438,-118.1102189,16574.65541,10598.76276,5028.708936,6570.807894,5074.365186,2685.648172,5893.490186
61008,-379.0002894,3981.116617,143587.9831,945.5307971,-1590.35735,-2709.628183,-807.0240162,798.1843171,981.1704282,6801.743345,7992.021123,-431.0691551,-3766.399016,-1598.083044,-2588.708044,-3081.850405
29640,-1080.456043,3728.457788,132433.4463,1057.436522,-6322.78383,-11831.07723,3090.362003,5536.82757,-2171.969883,-1479.615717,6717.697073,5890.77867,6022.704017,-491.3775801,-119.0876495,-4842.457441
8016,426.1271701,4340.897336,155836.9281,-145.677029,-5342.090133,-1682.785735,-656.7278646,3841.783709,6594.976707,8573.226707,6396.187645,-1274.900318,-1782.187355,-5867.078559,-3577.085503,-5223.3193
20706,799.5778632,7269.600996,275949.2437,1906.755924,2489.698468,-2122.172481,472.727403,1975.675609,-670.3883377,-3545.01619,-3732.03446,-4811.681451,530.5364308,-4072.678268,5655.357611,7829.975667
78628,1018.421889,5447.085609,350437.9259,-228.1939312,4657.027764,6666.840264,3590.095183,-334.7045855,1682.884535,1850.16161,-4082.1444,-2612.081322,-3770.630511,-2313.721657,-5046.785893,-286.940986
45459,-577.5969329,4393.675848,194388.3756,1579.235507,2165.979456,-5019.784433,-5632.052951,-3749.645544,-689.9377894,-1513.028067,-1054.622396,1046.3614,4511.291956,6330.62066,2716.095197,888.7225116
97355,33.96512621,5679.9718,163829.4457,2347.104348,-4591.451237,-2441.213969,-2862.834339,4522.4608,3223.104318,3374.932361,4787.810915,1915.114156,36.5522349,-1778.494061,-2457.979015,-3728.002163
16602,459.2122396,1918.745931,86681.18056,60.54583333,-5911.885851,-7035.410156,-3497.458767,-4875.740017,-807.9796007,3209.22526,5221.933594,9783.461372,6353.669705,641.1523438,681.0828993,-3762.050781
77304,-42.88529266,7495.170266,313560.401,-1495.319855,-812.3493717,-831.1595569,1758.646577,-2770.151455,-3725.851687,-2525.82734,2591.577712,-721.869337,-493.8160962,5376.090732,-1160.527612,3315.237434
46217,-29.68458237,2467.306258,131806.9466,720.805942,-2314.900487,-2173.587408,-1088.973693,348.8677421,1245.331862,2692.446446,1530.20339,1197.015022,-410.664376,203.0063416,-378.8796537,-849.8651862
14127,872.8017251,7847.525641,312554.0912,-160.6467391,2797.947779,7559.570464,3942.637594,-1502.657545,-1767.206156,-874.6072806,-6129.150601,-1230.180693,-3794.827684,-2617.368193,1694.252177,1921.59014
84065,333.3159722,10027.21047,356814.6247,778.1847464,8047.543113,-5688.916377,-1645.322049,-3992.470775,6619.841725,1214.813947,6756.177373,3477.595775,159.8475116,-7157.017072,-4393.716725,-3398.376447
98513,673.0374194,7805.416858,239273.1733,1402.21558,-4586.42573,-3813.257327,-1984.255591,2567.234571,3777.040706,5382.343326,4863.52074,3010.630694,-15.08313699,-2411.257906,-2456.758484,-4333.731864
64114,678.3579145,4309.959891,136656.0694,1776.185,-7779.715553,-4556.309303,-900.7560626,5062.17565,5035.532132,3987.240879,1867.395558,-350.5187941,1680.554123,106.4621087,-291.6472663,-3860.41347
20886,-363.7207031,7628.604167,228159.4946,1688.801268,-12677.98416,-14077.10337,-1357.899089,3204.621166,6547.442347,6192.056641,4296.928458,4930.902416,6654.206814,1716.666884,1677.226201,-7107.064308
32086,456.7707128,2930.970952,221444.4958,1112.630616,3055.941093,-551.4582128,375.2136622,-3869.876905,-3135.069035,-2735.081187,-435.1734905,-1817.355782,1638.942829,3258.036579,3484.024426,731.8560233
60098,206.815707,3963.559946,219825.5797,255.4682065,-7002.49742,-6970.87676,619.4201148,-3708.89036,-4118.450545,1615.52515,5036.22133,1829.142337,4282.52949,5234.753448,3870.762129,-687.638913
78539,-250.7637924,6512.859448,169702.8641,2547.307536,-1251.678916,7013.357542,1130.471836,4659.174383,-1504.356867,-38.39969136,3718.394869,902.617091,2055.346258,-2813.504437,-7534.65461,-6336.767458
85750,295.4213893,10475.4098,361246.728,208.3739855,-3194.206112,-900.3988199,6454.658472,12435.62433,15340.1576,-196.9740927,-5768.279318,-6798.858021,-1115.941355,-6702.920811,-3048.963056,-6503.89882
72601,-90.42417604,3572.163838,130615.157,432.8152174,-1795.744805,41.98667604,3085.736676,2606.570009,3091.610519,1174.141934,434.0295001,-651.0399443,-1596.352444,-804.3096203,-753.6730462,-4832.955454
85050,-320.5602575,6825.855015,323088.8193,1395.554457,-11983.49703,-9750.42759,1778.673683,7480.469401,10253.17658,10533.9856,153.0142506,4992.075883,-2045.336444,-1936.516999,-1191.524812,-8284.09252
94588,-383.8716242,12362.34754,841033.4828,3453.17971,-45030.98717,-16507.04967,7639.311439,12037.69107,12909.03135,16461.85311,15583.17949,837.6933835,-9469.570505,5140.082272,955.3392168,-556.5739776
45701,455.0402337,6391.96177,173217.4517,2363.742754,-3815.688382,-964.7624559,1813.188933,2626.701664,-1464.849261,1006.88933,3858.298887,2252.598655,652.1935626,-2862.910604,-1871.909447,-1229.750882
44313,852.8654996,3519.493937,120726.3668,1234.362736,-3352.865789,-3915.127363,-3200.724585,801.9374518,2129.856433,4103.424142,3640.247637,3392.099489,1403.557822,1231.972174,-2491.002363,-3743.375048
44129,24.86496914,2261.41906,96600.34722,544.125,-2864.10108,-1482.908951,-156.2885802,812.808642,3133.005401,4648.51466,2980.459105,854.996142,-900.4436728,-2281.520062,-984.0084877,-3760.513117
55422,496.3889371,6594.361489,197803.1596,1125.99779,-12151.6482,-3594.047502,9856.261526,7685.48722,6889.716966,2453.985484,7059.329234,6407.464651,-134.2436825,-4385.259307,-9082.832224,-11004.21417
46235,-331.2372547,3020.590608,92790.02929,449.0475181,-1897.32756,-2488.593764,857.459477,484.8275325,308.4039214,1156.042976,1303.883088,1385.410866,612.8576251,1397.218736,328.6145696,-3448.797467
93705,234.5172647,2595.930996,139939.4293,1136.270652,-2875.107542,-2225.62664,-2472.499904,-5319.732832,2982.674576,1567.158951,2133.43152,5296.723187,3869.563465,120.1771798,-415.4113619,-2661.350598
75033,2554.214916,16339.29055,425511.4266,3232.881703,30169.26772,3488.475477,1406.831959,-12319.16225,-19157.71318,-25367.7806,-33792.2861,-18331.52105,-1358.060402,29336.119,17213.30592,28712.52351
53705,535.316451,8196.770655,353980.5287,20.52826087,1577.034822,1971.363526,707.1514309,-4381.207944,-3427.419171,-4278.62118,-2909.711127,2582.04466,37.97868786,-445.2944603,5250.193966,3316.48679
83705,-412.7962963,3300.737588,165646.5747,1477.915272,-129.4800347,-1245.085938,-8207.56684,-2874.118056,7025.099537,-1115.293981,-3065.559028,3945.569444,5523.798611,1717.643229,-1112.608507,-462.3984375
29609,-953.1892843,11152.22824,225907.5365,2414.731522,2051.232108,-7536.668355,1634.801553,10223.74831,-5798.47391,6348.916715,-994.7580536,-570.0485629,1906.177132,-4246.416618,-4816.545091,1798.03477
64119,-217.3316661,4142.391774,118305.7274,1614.964312,-2462.716945,-2821.780602,460.0411569,2969.649953,2521.916157,2924.863826,2371.382013,662.5278467,-2383.88419,-651.2505098,-311.0537506,-3279.694954
53142,-917.6321029,5973.798869,145147.5851,1140.496938,-9795.625999,-6553.138152,-3052.018939,-110.2440545,8386.669719,6542.55931,9096.45936,2673.810344,2311.052242,-173.8511147,-3694.952388,-5630.720328
95969,1146.502821,7314.419823,240257.2026,1582.077264,-8112.4273,-9715.209418,-1370.027127,809.2263455,2608.184679,4730.059679,2328.340929,2291.708984,3874.573568,-2540.461155,-1427.527127,6523.557943
46205,-566.9774753,3856.431852,126688.2921,1011.817464,-7121.064977,-5775.498426,-3218.781412,2796.14625,7141.378021,8386.2431,3982.439942,1208.246945,728.3540048,1552.804815,-2812.472384,-6867.795879
95409,-1455.84973,12141.04771,578237.0924,3335.720109,-2791.112076,2661.31848,1947.342785,8538.112461,6426.16223,5338.459684,-2303.612076,5996.908758,-18023.75096,-10162.81346,-1658.473187,4031.457369
80026,-837.2768339,15478.84897,387410.264,5091.35721,-2723.836013,17225.55982,5451.404727,3690.001371,4472.056348,4103.376123,-9064.028722,-9136.329648,-11768.0565,-5275.101638,6273.70276,-3248.748629
11704,256.4612027,7795.310503,308576.62,1361.446232,-1271.846041,-3826.440369,664.883994,2032.790244,3348.331621,5873.738739,166.3217834,-3087.416064,-2014.549166,-346.1272907,342.0110195,-1881.698471
33138,1155.730686,9658.468764,454769.997,2884.71413,4825.578342,7149.555773,4762.456814,-233.0209057,-12762.15864,-20224.10192,-20046.82444,-1766.093533,10531.52973,4099.705078,7306.269314,16357.10438
33326,2309.728733,7845.18859,316607.8028,2147.521884,-13267.88498,-15245.81554,-11259.19227,1149.226128,-4586.739728,-7477.276765,14051.93273,13474.4605,21030.61502,4725.514323,-728.5186632,-1866.320747
40701,327.7604408,2433.962701,137577.2702,-129.9696739,-1300.033517,-786.7233314,-1141.108748,-1600.540461,-152.3858025,-549.487365,1947.444493,3341.810233,3140.400511,688.3860436,-1020.772521,-2566.989535
30705,-1264.771412,4178.802202,123210.945,1056.985507,-5327.589699,76.22974537,-73.94386574,3423.480903,6726.14294,4321.860532,2490.98669,-3712.398727,3090.379051,1854.007523,-4541.652199,-8327.502894
11554,-164.0241006,5948.772709,450629.8856,1331.36721,-7148.600031,-2193.975899,-113.1629654,-1550.966785,-1527.477201,6397.001097,5821.715796,2536.804483,6847.093545,-2439.639094,-4563.976767,-2064.816177
35810,23.14573688,1505.368303,67238.77944,493.7101449,1012.011092,1884.155768,15.09905478,-822.2678434,110.7124807,314.0631752,919.2113233,-1446.77826,-1462.178434,-1154.579475,566.0597029,64.4914159
70094,638.9166184,4180.137405,92570.76162,606.8772645,-3383.319396,-1459.984327,-1669.428771,-1473.529466,3533.78477,3714.27609,3310.169608,1604.755257,157.4358121,-1670.341966,-171.8610629,-2491.956549
29406,891.3827884,4242.804332,127246.5118,1137.875725,-13667.76126,-8435.124108,-9978.157094,1682.432894,6223.869237,8002.285325,6678.929712,7683.52867,2398.370684,339.9488088,-1109.098066,180.7751977
32312,13.90786899,6452.192891,284523.8768,1611.489855,-1970.114466,-1006.659605,6957.634376,2021.089237,6604.335765,6016.007392,1376.034261,-5410.198378,7.706714341,-2442.501619,-5884.897452,-6268.436225
